Topic ID,Name,Size,Percentage,Top Words and Phrases,Example Documents,Explanation,Most Similar Topic
148,148_rollout_sam sweeney_sweeney_near certain,20,0.01%,"rollout, sam sweeney, sweeney, near certain, near certain airport, certain airport, sam, sweeney reporter photo, sam sweeney reporter, sweeney reporter",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft att announces te...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft emirate suspen...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft air india canc...,"This topic appears to be about 148_rollout_sam sweeney_sweeney_near certain. The documents in this topic are grouped together because they frequently contain words and phrases like rollout, sam sweeney, sweeney, near certain, near certain airport. These terms suggest a common theme or subject matter across the documents.",Topic 148: 148_rollout_sam sweeney_sweeney_near certain
149,149_normandale park_normandale_portland_normandale park portland,20,0.01%,"normandale park, normandale, portland, normandale park portland, park portland, demonstration normandale, park portland local, demonstration normandale park, park ne, ne halsey st",message sent subject first alert urgent update alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcaclafalsofbeguillermo ri police say one d...; message sent subject first alert flash alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft multiple people shot demons...; message sent subject first alert urgent update alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft police confirm one ...,"This topic appears to be about 149_normandale park_normandale_portland_normandale park portland. The documents in this topic are grouped together because they frequently contain words and phrases like normandale park, normandale, portland, normandale park portland, park portland. These terms suggest a common theme or subject matter across the documents.",Topic 149: 149_normandale park_normandale_portland_normandale park portland
150,150_facility kauai hi_range facility kauai_facility kauai_kauai hi,19,0.01%,"facility kauai hi, range facility kauai, facility kauai, kauai hi, missile range facility, pacific missile range, pacific missile, range facility, kauai, missile range",message sent subject first alert flash alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo rj update four killed civili...; message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft u navy confirms military...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft black smoke cl...,"This topic appears to be about 150_facility kauai hi_range facility kauai_facility kauai_kauai hi. The documents in this topic are grouped together because they frequently contain words and phrases like facility kauai hi, range facility kauai, facility kauai, kauai hi, missile range facility. These terms suggest a common theme or subject matter across the documents.",Topic 150: 150_facility kauai hi_range facility kauai_facility kauai_kauai hi
151,151_nicholas_hurricane nicholas_tx_hurricane,19,0.01%,"nicholas, hurricane nicholas, tx, hurricane, tropical storm nicholas, storm nicholas, galveston, tropical storm, tropical, galveston tx",message sent subject first alert urgent update alertdataminrcom odc govern ntouexternal fydibohfspdltcnrecipientscncfebbdbbfb least car involved crash south downtown houston tx emergency responder via...; message sent subject first alert urgent update alertdataminrcom pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera customer without power southeast texas d...; message sent subject first alert urgent update alertdataminrcom guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera without power houston tx area hurricane nic...,"This topic appears to be about 151_nicholas_hurricane nicholas_tx_hurricane. The documents in this topic are grouped together because they frequently contain words and phrases like nicholas, hurricane nicholas, tx, hurricane, tropical storm nicholas. These terms suggest a common theme or subject matter across the documents.",Topic 151: 151_nicholas_hurricane nicholas_tx_hurricane
152,152_ups fedex_fedex target_supply chain_ups,19,0.01%,"ups fedex, fedex target, supply chain, ups, ups fedex target, walmart ups fedex, walmart ups, ceo walmart, fedex, ceo",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft white house pres...; message sent subject first alert urgent update alertdataminrcom pm oexchangelabsouexchange administrative group redacted g va el fydibohfspdltcnrecipientscnfegagm white house press secretary psaki say...; message sent subject first alert urgent update alertdataminrcom pm ennis ralph mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnbaedefaaadfccdralph ennis white house press s...,"This topic appears to be about 152_ups fedex_fedex target_supply chain_ups. The documents in this topic are grouped together because they frequently contain words and phrases like ups fedex, fedex target, supply chain, ups, ups fedex target. These terms suggest a common theme or subject matter across the documents.",Topic 152: 152_ups fedex_fedex target_supply chain_ups
153,153_paul melvin_dale paul melvin_dale paul_melvin,19,0.01%,"paul melvin, dale paul melvin, dale paul, melvin, dale, front supreme court, front supreme, front, paul, illegally",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo rj street reopen ...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ri dale paul melv...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj several street a...,"This topic appears to be about 153_paul melvin_dale paul melvin_dale paul_melvin. The documents in this topic are grouped together because they frequently contain words and phrases like paul melvin, dale paul melvin, dale paul, melvin, dale. These terms suggest a common theme or subject matter across the documents.",Topic 153: 153_paul melvin_dale paul melvin_dale paul_melvin
154,154_armour blackburn_armour_blackburn_blackburn center block,18,0.01%,"armour blackburn, armour, blackburn, blackburn center block, university armour, blackburn center, howard university armour, armour blackburn center, university armour blackburn, center block th",message sent subject first alert alert alertdataminrcom carolynmontagnadcgov vodc governmentouexchange administrative group fydibohfpdltcnrecipientscncarolynmontagnaj black mold found inside howard un...; message sent subject first alert urgent update alertdataminrcom pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera sitin protest inside howard university a...; message sent subject first alert urgent update alertdataminrcom pm carolynmontagnadcgov odc governmentouexchange administrative group fydibohfspdltcnrecipientscncarolynmontagna protester outside howar...,"This topic appears to be about 154_armour blackburn_armour_blackburn_blackburn center block. The documents in this topic are grouped together because they frequently contain words and phrases like armour blackburn, armour, blackburn, blackburn center block, university armour. These terms suggest a common theme or subject matter across the documents.",Topic 154: 154_armour blackburn_armour_blackburn_blackburn center block
155,155_powell_colin powell_colin_former secretary state,18,0.01%,"powell, colin powell, colin, former secretary state, former secretary, secretary state, death former secretary, secretary, state colin, state colin powell",message sent subject first alert urgent alertdataminrcomj pm dc govern ntouexternal fydibohfspdltcnrecipientscncfebbdbbfb former u secretary state powell say wish u president trump would nixon step to...; message sent subject first alert urgent alertdataminrcomj pm carolynmontagnadcgov vodc governmentouexternal fydibohfspdltcnrecipientscncdedefddseb former u secretary state powell say wish u president ...; message sent subject first alert urgent update alertdataminrcom pm carolynmontagnadcgov vodc governmentouexchange administrative group fydibohfspdltcnrecipientscncarolynmontagnaj u president biden rel...,"This topic appears to be about 155_powell_colin powell_colin_former secretary state. The documents in this topic are grouped together because they frequently contain words and phrases like powell, colin powell, colin, former secretary state, former secretary. These terms suggest a common theme or subject matter across the documents.",Topic 155: 155_powell_colin powell_colin_former secretary state
156,156_care act_affordable care_affordable care act_affordable,18,0.01%,"care act, affordable care, affordable care act, affordable, care, court, supreme, supreme court, act, upholding",message sent subject first alert urgent alertdataminrcomj pm carolynmontagnadcgov vodc governmentouexternal fydibohfspdltcnrecipientscncdedefddseb u doj office solicitor general file brief supreme cou...; message sent subject first alert urgent update alertdataminrcom pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera former u president obama say affordable ...; message sent subject first alert urgent update alertdataminrcom pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera u house speaker pelosi say happy supreme...,"This topic appears to be about 156_care act_affordable care_affordable care act_affordable. The documents in this topic are grouped together because they frequently contain words and phrases like care act, affordable care, affordable care act, affordable, care. These terms suggest a common theme or subject matter across the documents.",Topic 156: 156_care act_affordable care_affordable care act_affordable
157,157_trevor_trevor reed_reed_former marine,18,0.01%,"trevor, trevor reed, reed, former marine, russia, national trevor, detained, national trevor reed, marine, former marine trevor",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft u national trevo...; message sent subject first alert digest alertdataminrcomj rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj first alert dataminr morn...; message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft parent trevor reed f...,"This topic appears to be about 157_trevor_trevor reed_reed_former marine. The documents in this topic are grouped together because they frequently contain words and phrases like trevor, trevor reed, reed, former marine, russia. These terms suggest a common theme or subject matter across the documents.",Topic 157: 157_trevor_trevor reed_reed_former marine
158,158_naval shipyard_norfolk_shipyard_norfolk naval shipyard,18,0.01%,"naval shipyard, norfolk, shipyard, norfolk naval shipyard, norfolk naval, naval shipyard portsmouth, shipyard portsmouth va, shipyard portsmouth, portsmouth va, portsmouth",message sent subject first alert urgent update alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft u commerce secret...; message sent subject first alert urgent update alertdataminrcom uredactedj limitt voexchangelabsouexchange administrative group u commerce secretary gina raimondo named designated survivor president b...; message sent subject first alert urgent update alertdataminrcom redacted oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfe u commerce secretary gina raimondo named designated ...,"This topic appears to be about 158_naval shipyard_norfolk_shipyard_norfolk naval shipyard. The documents in this topic are grouped together because they frequently contain words and phrases like naval shipyard, norfolk, shipyard, norfolk naval shipyard, norfolk naval. These terms suggest a common theme or subject matter across the documents.",Topic 158: 158_naval shipyard_norfolk_shipyard_norfolk naval shipyard
159,159_nasdaq_nasdaq corn_duval county_corn,18,0.01%,"nasdaq, nasdaq corn, duval county, corn, duval, may edt, saybrook ct, saybrook, jacksonville fl, county clerk court",message sent subject first alert digest alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo rj first alert dataminr...; message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft suspicious letter co...; message sent subject first alert digest alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj first alert dataminr e...,"This topic appears to be about 159_nasdaq_nasdaq corn_duval county_corn. The documents in this topic are grouped together because they frequently contain words and phrases like nasdaq, nasdaq corn, duval county, corn, duval. These terms suggest a common theme or subject matter across the documents.",Topic 159: 159_nasdaq_nasdaq corn_duval county_corn
160,160_libya_oil_gabes_libyan,18,0.01%,"libya, oil, gabes, libyan, gabes tunisia, coast gabes, tunisia, field libya, oil field libya, oil field",message sent subject first alert flash alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnfcacafalfbeguillermo ft production halted sharara o...; message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafafbeguillermo r libyan joint military comm...; message sent subject first alert flash alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnfcacafalfbeguillermo ft tunisian environmental mini...,"This topic appears to be about 160_libya_oil_gabes_libyan. The documents in this topic are grouped together because they frequently contain words and phrases like libya, oil, gabes, libyan, gabes tunisia. These terms suggest a common theme or subject matter across the documents.",Topic 160: 160_libya_oil_gabes_libyan
161,161_green way_palace green_palace green way_green way vienna,18,0.01%,"green way, palace green, palace green way, green way vienna, way vienna, way vienna va, palace, vienna va, block palace green, block palace",message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft againstthewest hacking g...; message sent subject first alert urgent alertdataminrcomj rivera guillermo mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnfcacafalsofbeguillermo ft againstthewest hacking ...; message sent subject first alert urgent update alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafafbeguillermo ri one dead one arreste...,"This topic appears to be about 161_green way_palace green_palace green way_green way vienna. The documents in this topic are grouped together because they frequently contain words and phrases like green way, palace green, palace green way, green way vienna, way vienna. These terms suggest a common theme or subject matter across the documents.",Topic 161: 161_green way_palace green_palace green way_green way vienna
162,162_texas_winter_governor_abbott,18,0.01%,"texas, winter, governor, abbott, winter weather, tx, water, severe winter, governor abbott, severe winter weather",message sent subject first alert urgent alertdataminrcomj pm oexchangelabsouexchange administrative group redacted erm fydibohfspdltcnrecipientscnfe texas governor abbott say undocumented immigrant ar...; message sent subject first alert urgent alertdataminrcomj pm carolynmontagnadcgov vodc governmentouexternal fydibohfspdltcnrecipientscncdedefddeb u president biden hold call governor state impacted se...; message sent subject first alert urgent update alertdataminrcom pm carolynmontagnadcgov vodc governmentouexternal fydibohfspdltcnrecipientscncdedefddeb u president biden intends sign major disaster de...,"This topic appears to be about 162_texas_winter_governor_abbott. The documents in this topic are grouped together because they frequently contain words and phrases like texas, winter, governor, abbott, winter weather. These terms suggest a common theme or subject matter across the documents.",Topic 162: 162_texas_winter_governor_abbott
163,163_tax credit_tax_child tax credit_child tax,18,0.01%,"tax credit, tax, child tax credit, child tax, child, automatic payment, credit, president biden, automatic, biden",message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj u president biden call...; message sent subject first alert urgent alertdataminrcomj pm montagna carolyn mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnbddcbfebcarolyn monj u president biden call un...; message sent subject first alert urgent alertdataminrcomj pm oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfe u president biden call universal preschool funding cap cost chil...,"This topic appears to be about 163_tax credit_tax_child tax credit_child tax. The documents in this topic are grouped together because they frequently contain words and phrases like tax credit, tax, child tax credit, child tax, child. These terms suggest a common theme or subject matter across the documents.",Topic 163: 163_tax credit_tax_child tax credit_child tax
164,164_guilfoyle_kimberly guilfoyle_kimberly_committee,18,0.01%,"guilfoyle, kimberly guilfoyle, kimberly, committee, select, select committee, january select committee, january select, guilfoyle haley, guilfoyle haley talbot",message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo rj tv personality kimbe...; message sent subject first alert urgent update alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsfbeguillermo ft kimberly guilfoyle...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj kimberly guilfoy...,"This topic appears to be about 164_guilfoyle_kimberly guilfoyle_kimberly_committee. The documents in this topic are grouped together because they frequently contain words and phrases like guilfoyle, kimberly guilfoyle, kimberly, committee, select. These terms suggest a common theme or subject matter across the documents.",Topic 164: 164_guilfoyle_kimberly guilfoyle_kimberly_committee
165,165_kenya_power outage_power_nairobi kenya,18,0.01%,"kenya, power outage, power, nairobi kenya, nairobi, power outage reported, outage, outage reported, zambia, kenya local source",message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnfcacafalsofbeguillermo ft eko electricity distri...; message sent subject first alert flash alertdataminrcom rivera guillermo mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnfcacafalsofbeguillermo ft national power grid niger...; message sent subject first alert flash alertdataminrcom pm montagna carolyn mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnbddcbfebcarolyn mon eko electricity distribution...,"This topic appears to be about 165_kenya_power outage_power_nairobi kenya. The documents in this topic are grouped together because they frequently contain words and phrases like kenya, power outage, power, nairobi kenya, nairobi. These terms suggest a common theme or subject matter across the documents.",Topic 165: 165_kenya_power outage_power_nairobi kenya
166,166_stephanie grisham_grisham_melania trump_melania,18,0.01%,"stephanie grisham, grisham, melania trump, melania, kate bennett, ahrens, staff stephanie grisham, staff stephanie, chief staff stephanie, lady melania",message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj former white house pre...; message sent subject first alert urgent alertdataminrcomj pm montagna carolyn mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnbddcbfebcarolyn monj former white house press ...; message sent subject first alert urgent update alertdataminrcom carolynmontagnadcgov vodc governmentouexternal fydibohfsspdltcnrecipientscncdedefddseb u first lady melania trump chief staff stephanie ...,"This topic appears to be about 166_stephanie grisham_grisham_melania trump_melania. The documents in this topic are grouped together because they frequently contain words and phrases like stephanie grisham, grisham, melania trump, melania, kate bennett. These terms suggest a common theme or subject matter across the documents.",Topic 166: 166_stephanie grisham_grisham_melania trump_melania
167,167_economic_leader virtual retreat_leader virtual_virtual retreat,17,0.01%,"economic, leader virtual retreat, leader virtual, virtual retreat, southeast asian, asiapacific economic cooperation, asiapacific economic, asiapacific, participate asiapacific economic, participate asiapacific",message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj u president biden anno...; message sent subject first alert urgent alertdataminrcomj pm montagna carolyn mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnbddcbfebcarolyn monj u president biden announc...; message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ri u president biden ho...,"This topic appears to be about 167_economic_leader virtual retreat_leader virtual_virtual retreat. The documents in this topic are grouped together because they frequently contain words and phrases like economic, leader virtual retreat, leader virtual, virtual retreat, southeast asian. These terms suggest a common theme or subject matter across the documents.",Topic 167: 167_economic_leader virtual retreat_leader virtual_virtual retreat
168,168_uyghur_forced labor_uyghur forced labor_uyghur forced,17,0.01%,"uyghur, forced labor, uyghur forced labor, uyghur forced, forced, forced labor prevention, labor prevention, labor prevention act, prevention act, labor",message sent subject first alert urgent update alertdataminrcom pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera u house speaker pelosi say house take uy...; message sent subject first alert urgent update alertdataminrcom pm uredactedj limitt voexchangelabsouexchange administrative group l u senate approves uyghur forced labor bill unanimous consent steve ...; message sent subject first alert urgent update alertdataminrcom montagna carolyn mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnbddcbfebcarolyn monj u house pass uyghur fo...,"This topic appears to be about 168_uyghur_forced labor_uyghur forced labor_uyghur forced. The documents in this topic are grouped together because they frequently contain words and phrases like uyghur, forced labor, uyghur forced labor, uyghur forced, forced. These terms suggest a common theme or subject matter across the documents.",Topic 168: 168_uyghur_forced labor_uyghur forced labor_uyghur forced
169,169_outside supreme court_outside supreme_suspicious vehicle_supreme court,17,0.01%,"outside supreme court, outside supreme, suspicious vehicle, supreme court, supreme, supreme court washington, court washington dc, court washington, court, vehicle outside supreme",message sent subject first alert urgent update alertdataminrcom pm carolynmontagnadcgov vodc governmentouexchange administrative group fydibohfspdltcnrecipientscncarolynmontagnaj u capitol police move...; message sent subject first alert urgent update alertdataminrcom pm carolynmontagnadcgov vodc governmentouexchange administrative group fydibohfspdltcnrecipientscncarolynmontagnaj u capitol police cont...; message sent subject first alert urgent update alertdataminrcom pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera work reportedly remains unaffected u sup...,"This topic appears to be about 169_outside supreme court_outside supreme_suspicious vehicle_supreme court. The documents in this topic are grouped together because they frequently contain words and phrases like outside supreme court, outside supreme, suspicious vehicle, supreme court, supreme. These terms suggest a common theme or subject matter across the documents.",Topic 169: 169_outside supreme court_outside supreme_suspicious vehicle_supreme court
170,170_formula_abbott_shortage_formula shortage,17,0.01%,"formula, abbott, shortage, formula shortage, infant formula, infant, baby formula shortage, wic, baby formula, baby",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj abbott laborator...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft u fda commission...; message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft abbott enters consent de...,"This topic appears to be about 170_formula_abbott_shortage_formula shortage. The documents in this topic are grouped together because they frequently contain words and phrases like formula, abbott, shortage, formula shortage, infant formula. These terms suggest a common theme or subject matter across the documents.",Topic 170: 170_formula_abbott_shortage_formula shortage
171,171_finland_sweden_nato_erdogan,17,0.01%,"finland, sweden, nato, erdogan, finland sweden, president erdogan, turkey, sweden finland, turkish, membership",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft u congressional ...; message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo ft u president biden hold...; message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft u president bi...,"This topic appears to be about 171_finland_sweden_nato_erdogan. The documents in this topic are grouped together because they frequently contain words and phrases like finland, sweden, nato, erdogan, finland sweden. These terms suggest a common theme or subject matter across the documents.",Topic 171: 171_finland_sweden_nato_erdogan
172,172_anthony capaccio_capaccio_anthony_dod,17,0.01%,"anthony capaccio, capaccio, anthony, dod, capaccio reporter via, anthony capaccio reporter, capaccio reporter, budget proposal, budget, administration budget proposal",message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj u dod reportedly annou...; message sent subject first alert urgent alertdataminrcom pm ennis ralph mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnbaedefaaadfccdralph ennis u dod reportedly announce ...; message sent subject first alert urgent alertdataminrcomj pm lligiiiiiailiie voexchangelabsouexchange administrative group u dod reportedly announce switchblade drone contract aerovironment friday par...,"This topic appears to be about 172_anthony capaccio_capaccio_anthony_dod. The documents in this topic are grouped together because they frequently contain words and phrases like anthony capaccio, capaccio, anthony, dod, capaccio reporter via. These terms suggest a common theme or subject matter across the documents.",Topic 172: 172_anthony capaccio_capaccio_anthony_dod
173,173_buck_nba_milwaukee buck_milwaukee,17,0.01%,"buck, nba, milwaukee buck, milwaukee, buck white house, buck white, white house, white, milwaukee buck white, champion",message sent subject first alert urgent alertdataminrcomj pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalfbeguillermo rj former nba player ene ...; message sent subject first alert urgent alertdataminrcomj pm uredactedj limitt voexchangelabsouexchange administrative group l former nba player ene kanter freedom visit u capitol meeting leigh ann ca...; message sent subject first alert urgent alertdataminrcomj pm tscoactunbacrein oexchangelabsouexchange administrative group former nba player ene kanter freedom visit u capitol meeting leigh ann caldwe...,"This topic appears to be about 173_buck_nba_milwaukee buck_milwaukee. The documents in this topic are grouped together because they frequently contain words and phrases like buck, nba, milwaukee buck, milwaukee, buck white house. These terms suggest a common theme or subject matter across the documents.",Topic 173: 173_buck_nba_milwaukee buck_milwaukee
174,174_bissau_guinea_guineabissau_da,17,0.01%,"bissau, guinea, guineabissau, da, kaloum, conakry, bissau guineabissau, coup, conakry guinea, palace",message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft update guineabissau pr...; message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo ft update ecowas condemns...; message sent subject first alert flash alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibohfspdltcnrecipientscnfcacafalsofbeguillermo rj two officer reportedly...,"This topic appears to be about 174_bissau_guinea_guineabissau_da. The documents in this topic are grouped together because they frequently contain words and phrases like bissau, guinea, guineabissau, da, kaloum. These terms suggest a common theme or subject matter across the documents.",Topic 174: 174_bissau_guinea_guineabissau_da
175,175_carl quintanilla_quintanilla_carl_carl quintanilla market,17,0.01%,"carl quintanilla, quintanilla, carl, carl quintanilla market, quintanilla market, quintanilla market commentary, kudlow, kudlow say, market commentary via, commentary via twitter",message sent subject first alert urgent alertdataminrcomj pm guillermoriveradcgov odc governmentoufirst administrative groupcnrecipientscnguillermorivera bipartisan group u senator propose investment ...; message sent subject first alert urgent alertdataminrcomj pm carolynmontagnadcgov vodc governmentouexchange administrative group fydibohfspdltcnrecipientscncarolynmontagnaj bipartisan group u senator ...; message sent subject first alert urgent alertdataminrcomj pm carolynmontagnadcgov vodc governmentouexchange administrative group fydibohfspdltcnrecipientscncarolynmontagnaj bipartisan group u senator ...,"This topic appears to be about 175_carl quintanilla_quintanilla_carl_carl quintanilla market. The documents in this topic are grouped together because they frequently contain words and phrases like carl quintanilla, quintanilla, carl, carl quintanilla market, quintanilla market. These terms suggest a common theme or subject matter across the documents.",Topic 175: 175_carl quintanilla_quintanilla_carl_carl quintanilla market
176,176_germany_merkel_chancellor_german chancellor,17,0.01%,"germany, merkel, chancellor, german chancellor, bilateral meeting, german chancellor merkel, chancellor merkel, bilateral, german, meeting",message sent subject first alert urgent update alertdataminrcom pm rivera guillermo mpd oexchangelabsouexchange administrative group fydibonfspdltcnrecipientscnfcacafalsofbeguillermo rj sanction impos...; message sent subject first alert urgent update alertdataminrcom pm uredactedj iliactegt voexchangelabsiouexchange administrative group fiktbkdttfir sanction imposed u nord stream ag impact former germ...; message sent subject first alert urgent update alertdataminrcom pm redacted g va el oexchangelabsouexchange administrative group sanction imposed u nord stream ag impact former german chancellor gerha...,"This topic appears to be about 176_germany_merkel_chancellor_german chancellor. The documents in this topic are grouped together because they frequently contain words and phrases like germany, merkel, chancellor, german chancellor, bilateral meeting. These terms suggest a common theme or subject matter across the documents.",Topic 176: 176_germany_merkel_chancellor_german chancellor
